video_id,url,detected_drug,matched_surface_term,drug_confidence,auto_label,auto_label_text,auto_label_confidence,llm_label,llm_label_text,llm_confidence,llm_status,model_label,rule_label,active_learning_priority,oav_triple_count,ontology_mapping_count,behavior_cv_summary,education_top_action,education_category,education_score,validation_status,pending_review_count,completeness_score
7213122830181944618,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7213804497536109867,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7214638726465621294,https://www.tiktokv.com/share/video/7214638726465621294/,,,,2,Misuse-related evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7215777735505890602,https://www.tiktokv.com/share/video/7215777735505890602/,,,,2,Misuse-related evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7218916790913568042,,Benzodiazepines,Benzodiazepines,0.88,1,Weak / ambiguous drug reference,,,,,not_run_for_this_video,,,,1,0,,,,,no_current_flag,0,0.778
7220782974667607338,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7221209281767476485,https://www.tiktokv.com/share/video/7221209281767476485/,,,,2,Misuse-related evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7221906066689297710,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7222034163853987079,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7222420155668679982,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7225610711081241898,,,,,0,No clear misuse evidence,,,,,not_run_for_this_video,,,,0,0,,,,,no_current_flag,0,0.556
7226303600073493762,,rc,rc,0.46,3,High-risk / explicit review,,,,,not_run_for_this_video,,,,5,0,,,,,needs_human_validation,6,0.778
